canonical_perturbation,label_a,label_b,residual_rms,canonical_residual_rms,n_combinations,residual_rms_min,residual_rms_max,do_not_choose_favorable_orientation
AHR+FEV,AHR+ctrl,FEV+ctrl,0.059431496705071606,0.05425585365492571,2,,,
AHR+FEV,AHR+ctrl,ctrl+FEV,0.05333349603634521,0.05425585365492571,2,,,
AHR+FEV,RANGE,RANGE,,0.05425585365492571,2,0.05333349603634521,0.059431496705071606,True
AHR+KLF1,AHR+ctrl,KLF1+ctrl,0.03523290276975478,0.03460734318380862,2,,,
AHR+KLF1,AHR+ctrl,ctrl+KLF1,0.034379969406432606,0.03460734318380862,2,,,
AHR+KLF1,RANGE,RANGE,,0.03460734318380862,2,0.034379969406432606,0.03523290276975478,True
BAK1+BCL2L11,BAK1+ctrl,BCL2L11+ctrl,0.021510224455546234,0.02109050141938294,2,,,
BAK1+BCL2L11,ctrl+BAK1,BCL2L11+ctrl,0.02206123908055589,0.02109050141938294,2,,,
BAK1+BCL2L11,RANGE,RANGE,,0.02109050141938294,2,0.021510224455546234,0.02206123908055589,True
BAK1+KLF1,BAK1+ctrl,KLF1+ctrl,0.015637619610257426,0.01416878132402218,4,,,
BAK1+KLF1,BAK1+ctrl,ctrl+KLF1,0.015937003335058132,0.01416878132402218,4,,,
BAK1+KLF1,ctrl+BAK1,KLF1+ctrl,0.01590184628448209,0.01416878132402218,4,,,
BAK1+KLF1,ctrl+BAK1,ctrl+KLF1,0.01651318709721545,0.01416878132402218,4,,,
BAK1+KLF1,RANGE,RANGE,,0.01416878132402218,4,0.015637619610257426,0.01651318709721545,True
BAK1+TMSB4X,BAK1+ctrl,TMSB4X+ctrl,0.01659971963431266,0.0154457742802174,2,,,
BAK1+TMSB4X,ctrl+BAK1,TMSB4X+ctrl,0.01624344164744762,0.0154457742802174,2,,,
BAK1+TMSB4X,RANGE,RANGE,,0.0154457742802174,2,0.01624344164744762,0.01659971963431266,True
BCL2L11+TGFBR2,BCL2L11+ctrl,TGFBR2+ctrl,0.01894081938744363,0.015283825361154496,2,,,
BCL2L11+TGFBR2,BCL2L11+ctrl,ctrl+TGFBR2,0.01644167851991398,0.015283825361154496,2,,,
BCL2L11+TGFBR2,RANGE,RANGE,,0.015283825361154496,2,0.01644167851991398,0.01894081938744363,True
BPGM+SAMD1,BPGM+ctrl,SAMD1+ctrl,0.0307333420647702,0.029021374849093586,2,,,
BPGM+SAMD1,BPGM+ctrl,ctrl+SAMD1,0.031624550113126086,0.029021374849093586,2,,,
BPGM+SAMD1,RANGE,RANGE,,0.029021374849093586,2,0.0307333420647702,0.031624550113126086,True
BPGM+ZBTB1,BPGM+ctrl,ZBTB1+ctrl,0.03098261721638397,0.03150893059618187,2,,,
BPGM+ZBTB1,BPGM+ctrl,ctrl+ZBTB1,0.035199249047468927,0.03150893059618187,2,,,
BPGM+ZBTB1,RANGE,RANGE,,0.03150893059618187,2,0.03098261721638397,0.035199249047468927,True
C19orf26+TGFBR2,C19orf26+ctrl,TGFBR2+ctrl,0.03558880399271113,0.03196538895115798,4,,,
C19orf26+TGFBR2,C19orf26+ctrl,ctrl+TGFBR2,0.03188633653944867,0.03196538895115798,4,,,
C19orf26+TGFBR2,ctrl+C19orf26,TGFBR2+ctrl,0.03659565479232406,0.03196538895115798,4,,,
C19orf26+TGFBR2,ctrl+C19orf26,ctrl+TGFBR2,0.032805674453893346,0.03196538895115798,4,,,
C19orf26+TGFBR2,RANGE,RANGE,,0.03196538895115798,4,0.03188633653944867,0.03659565479232406,True
C3orf72+FOXL2,C3orf72+ctrl,FOXL2+ctrl,0.06083443150776495,0.060443909571769136,2,,,
C3orf72+FOXL2,C3orf72+ctrl,ctrl+FOXL2,0.061787349410228995,0.060443909571769136,2,,,
C3orf72+FOXL2,RANGE,RANGE,,0.060443909571769136,2,0.06083443150776495,0.061787349410228995,True
CBFA2T3+FEV,CBFA2T3+ctrl,FEV+ctrl,0.07836294277843886,0.07430203012706789,4,,,
CBFA2T3+FEV,CBFA2T3+ctrl,ctrl+FEV,0.07433386543288997,0.07430203012706789,4,,,
CBFA2T3+FEV,ctrl+CBFA2T3,FEV+ctrl,0.07700252816602977,0.07430203012706789,4,,,
CBFA2T3+FEV,ctrl+CBFA2T3,ctrl+FEV,0.07332501110761931,0.07430203012706789,4,,,
CBFA2T3+FEV,RANGE,RANGE,,0.07430203012706789,4,0.07332501110761931,0.07836294277843886,True
CBFA2T3+POU3F2,CBFA2T3+ctrl,POU3F2+ctrl,0.03342569984383253,0.03222968972121314,2,,,
CBFA2T3+POU3F2,ctrl+CBFA2T3,POU3F2+ctrl,0.03297739315628141,0.03222968972121314,2,,,
CBFA2T3+POU3F2,RANGE,RANGE,,0.03222968972121314,2,0.03297739315628141,0.03342569984383253,True
CBFA2T3+PRDM1,CBFA2T3+ctrl,PRDM1+ctrl,0.05856137591686666,0.05724925461414639,2,,,
CBFA2T3+PRDM1,ctrl+CBFA2T3,PRDM1+ctrl,0.05692385649905186,0.05724925461414639,2,,,
CBFA2T3+PRDM1,RANGE,RANGE,,0.05724925461414639,2,0.05692385649905186,0.05856137591686666,True
CBL+CNN1,CBL+ctrl,CNN1+ctrl,0.04940862497963777,0.04440410561006236,2,,,
CBL+CNN1,CBL+ctrl,ctrl+CNN1,0.043064040479372394,0.04440410561006236,2,,,
CBL+CNN1,RANGE,RANGE,,0.04440410561006236,2,0.043064040479372394,0.04940862497963777,True
CBL+PTPN12,CBL+ctrl,PTPN12+ctrl,0.029263035228152674,0.028224010583962105,2,,,
CBL+PTPN12,CBL+ctrl,ctrl+PTPN12,0.03097938762144073,0.028224010583962105,2,,,
CBL+PTPN12,RANGE,RANGE,,0.028224010583962105,2,0.029263035228152674,0.03097938762144073,True
CBL+PTPN9,CBL+ctrl,PTPN9+ctrl,0.030706049840962306,0.029117846350433886,2,,,
CBL+PTPN9,CBL+ctrl,ctrl+PTPN9,0.030985456655398775,0.029117846350433886,2,,,
CBL+PTPN9,RANGE,RANGE,,0.029117846350433886,2,0.030706049840962306,0.030985456655398775,True
CBL+TGFBR2,CBL+ctrl,TGFBR2+ctrl,0.027143442678350123,0.02397984990528617,2,,,
CBL+TGFBR2,CBL+ctrl,ctrl+TGFBR2,0.024178772575073153,0.02397984990528617,2,,,
CBL+TGFBR2,RANGE,RANGE,,0.02397984990528617,2,0.024178772575073153,0.027143442678350123,True
CBL+UBASH3A,CBL+ctrl,UBASH3A+ctrl,0.05214146813654177,0.05141689760626969,2,,,
CBL+UBASH3A,CBL+ctrl,ctrl+UBASH3A,0.051539749426357695,0.05141689760626969,2,,,
CBL+UBASH3A,RANGE,RANGE,,0.05141689760626969,2,0.051539749426357695,0.05214146813654177,True
CBL+UBASH3B,CBL+ctrl,UBASH3B+ctrl,0.045800347830224554,0.04518136069494105,2,,,
CBL+UBASH3B,CBL+ctrl,ctrl+UBASH3B,0.04520157934122117,0.04518136069494105,2,,,
CBL+UBASH3B,RANGE,RANGE,,0.04518136069494105,2,0.04520157934122117,0.045800347830224554,True
CDKN1A+CDKN1B,CDKN1A+ctrl,CDKN1B+ctrl,0.035511261067832325,0.033761082694908864,4,,,
CDKN1A+CDKN1B,CDKN1A+ctrl,ctrl+CDKN1B,0.03195600167532234,0.033761082694908864,4,,,
CDKN1A+CDKN1B,ctrl+CDKN1A,CDKN1B+ctrl,0.04147973260170928,0.033761082694908864,4,,,
CDKN1A+CDKN1B,ctrl+CDKN1A,ctrl+CDKN1B,0.037915184450904756,0.033761082694908864,4,,,
CDKN1A+CDKN1B,RANGE,RANGE,,0.033761082694908864,4,0.03195600167532234,0.04147973260170928,True
CDKN1A+CDKN1C,CDKN1A+ctrl,CDKN1C+ctrl,0.046039199636347894,0.048724551231149445,2,,,
CDKN1A+CDKN1C,ctrl+CDKN1A,CDKN1C+ctrl,0.05342349479923773,0.048724551231149445,2,,,
CDKN1A+CDKN1C,RANGE,RANGE,,0.048724551231149445,2,0.046039199636347894,0.05342349479923773,True
CDKN1B+CDKN1C,CDKN1B+ctrl,CDKN1C+ctrl,0.04925048953714364,0.04624685125667132,2,,,
CDKN1B+CDKN1C,ctrl+CDKN1B,CDKN1C+ctrl,0.04488408199103559,0.04624685125667132,2,,,
CDKN1B+CDKN1C,RANGE,RANGE,,0.04624685125667132,2,0.04488408199103559,0.04925048953714364,True
CEBPA+CEBPB,CEBPA+ctrl,CEBPB+ctrl,0.11396308413517603,0.10568248152288494,4,,,
CEBPA+CEBPB,CEBPA+ctrl,ctrl+CEBPB,0.12455133329597583,0.10568248152288494,4,,,
CEBPA+CEBPB,ctrl+CEBPA,CEBPB+ctrl,0.09046206932986652,0.10568248152288494,4,,,
CEBPA+CEBPB,ctrl+CEBPA,ctrl+CEBPB,0.10029259165544328,0.10568248152288494,4,,,
CEBPA+CEBPB,RANGE,RANGE,,0.10568248152288494,4,0.09046206932986652,0.12455133329597583,True
CEBPA+CEBPE,CEBPA+ctrl,CEBPE+ctrl,0.1067382095017081,0.1004774138516169,4,,,
CEBPA+CEBPE,CEBPA+ctrl,ctrl+CEBPE,0.11841224334745837,0.1004774138516169,4,,,
CEBPA+CEBPE,ctrl+CEBPA,CEBPE+ctrl,0.0808054846332876,0.1004774138516169,4,,,
CEBPA+CEBPE,ctrl+CEBPA,ctrl+CEBPE,0.09174390797975526,0.1004774138516169,4,,,
CEBPA+CEBPE,RANGE,RANGE,,0.1004774138516169,4,0.0808054846332876,0.11841224334745837,True
CEBPA+JUN,CEBPA+ctrl,JUN+ctrl,0.06826965670711485,0.06378491278052559,2,,,
CEBPA+JUN,ctrl+CEBPA,JUN+ctrl,0.06430189103952604,0.06378491278052559,2,,,
CEBPA+JUN,RANGE,RANGE,,0.06378491278052559,2,0.06430189103952604,0.06826965670711485,True
CEBPA+KLF1,CEBPA+ctrl,KLF1+ctrl,0.08215267184725458,0.07183394715059067,4,,,
CEBPA+KLF1,CEBPA+ctrl,ctrl+KLF1,0.08112347486192388,0.07183394715059067,4,,,
CEBPA+KLF1,ctrl+CEBPA,KLF1+ctrl,0.06372272410390362,0.07183394715059067,4,,,
CEBPA+KLF1,ctrl+CEBPA,ctrl+KLF1,0.06261420444430163,0.07183394715059067,4,,,
CEBPA+KLF1,RANGE,RANGE,,0.07183394715059067,4,0.06261420444430163,0.08215267184725458,True
CEBPA+ZC3HAV1,CEBPA+ctrl,ZC3HAV1+ctrl,0.05489774239091382,0.04560019847920651,2,,,
CEBPA+ZC3HAV1,ctrl+CEBPA,ZC3HAV1+ctrl,0.041266960058334586,0.04560019847920651,2,,,
CEBPA+ZC3HAV1,RANGE,RANGE,,0.04560019847920651,2,0.041266960058334586,0.05489774239091382,True
CEBPB+CEBPE,CEBPB+ctrl,CEBPE+ctrl,0.06373292170230807,0.06614894320996881,4,,,
CEBPB+CEBPE,CEBPB+ctrl,ctrl+CEBPE,0.06849472089586825,0.06614894320996881,4,,,
CEBPB+CEBPE,ctrl+CEBPB,CEBPE+ctrl,0.06754444652937944,0.06614894320996881,4,,,
CEBPB+CEBPE,ctrl+CEBPB,ctrl+CEBPE,0.0742668494990786,0.06614894320996881,4,,,
CEBPB+CEBPE,RANGE,RANGE,,0.06614894320996881,4,0.06373292170230807,0.0742668494990786,True
CEBPB+FOSB,CEBPB+ctrl,FOSB+ctrl,0.06711373934313064,0.06377389157879998,2,,,
CEBPB+FOSB,ctrl+CEBPB,FOSB+ctrl,0.06046713258128452,0.06377389157879998,2,,,
CEBPB+FOSB,RANGE,RANGE,,0.06377389157879998,2,0.06046713258128452,0.06711373934313064,True
CEBPB+JUN,CEBPB+ctrl,JUN+ctrl,0.05264381549833841,0.05094024023967118,2,,,
CEBPB+JUN,ctrl+CEBPB,JUN+ctrl,0.052490659955028995,0.05094024023967118,2,,,
CEBPB+JUN,RANGE,RANGE,,0.05094024023967118,2,0.052490659955028995,0.05264381549833841,True
CEBPB+LYL1,CEBPB+ctrl,LYL1+ctrl,0.04694702973999415,0.04948282314378893,2,,,
CEBPB+LYL1,ctrl+CEBPB,LYL1+ctrl,0.05798788129163064,0.04948282314378893,2,,,
CEBPB+LYL1,RANGE,RANGE,,0.04948282314378893,2,0.04694702973999415,0.05798788129163064,True
CEBPB+MAPK1,CEBPB+ctrl,MAPK1+ctrl,0.05141563905917318,0.05506218285624698,4,,,
CEBPB+MAPK1,CEBPB+ctrl,ctrl+MAPK1,0.054206044809140826,0.05506218285624698,4,,,
CEBPB+MAPK1,ctrl+CEBPB,MAPK1+ctrl,0.0616730260188002,0.05506218285624698,4,,,
CEBPB+MAPK1,ctrl+CEBPB,ctrl+MAPK1,0.06462575401741329,0.05506218285624698,4,,,
CEBPB+MAPK1,RANGE,RANGE,,0.05506218285624698,4,0.05141563905917318,0.06462575401741329,True
CEBPB+OSR2,CEBPB+ctrl,OSR2+ctrl,0.046406129473733605,0.042633509077593126,4,,,
CEBPB+OSR2,CEBPB+ctrl,ctrl+OSR2,0.03986423157211466,0.042633509077593126,4,,,
CEBPB+OSR2,ctrl+CEBPB,OSR2+ctrl,0.05320099497120842,0.042633509077593126,4,,,
CEBPB+OSR2,ctrl+CEBPB,ctrl+OSR2,0.045668486560308995,0.042633509077593126,4,,,
CEBPB+OSR2,RANGE,RANGE,,0.042633509077593126,4,0.03986423157211466,0.05320099497120842,True
CEBPB+PTPN12,CEBPB+ctrl,PTPN12+ctrl,0.05025737703809497,0.052147384148935785,4,,,
CEBPB+PTPN12,CEBPB+ctrl,ctrl+PTPN12,0.051485103711150046,0.052147384148935785,4,,,
CEBPB+PTPN12,ctrl+CEBPB,PTPN12+ctrl,0.061130155771144244,0.052147384148935785,4,,,
CEBPB+PTPN12,ctrl+CEBPB,ctrl+PTPN12,0.06131966608829485,0.052147384148935785,4,,,
CEBPB+PTPN12,RANGE,RANGE,,0.052147384148935785,4,0.05025737703809497,0.06131966608829485,True
CEBPE+CNN1,CEBPE+ctrl,CNN1+ctrl,0.052916883127646794,0.05970799432529215,4,,,
CEBPE+CNN1,CEBPE+ctrl,ctrl+CNN1,0.05593051352709705,0.05970799432529215,4,,,
CEBPE+CNN1,ctrl+CEBPE,CNN1+ctrl,0.06422957523240196,0.05970799432529215,4,,,
CEBPE+CNN1,ctrl+CEBPE,ctrl+CNN1,0.06716839780283422,0.05970799432529215,4,,,
CEBPE+CNN1,RANGE,RANGE,,0.05970799432529215,4,0.052916883127646794,0.06716839780283422,True
CEBPE+ETS2,CEBPE+ctrl,ETS2+ctrl,0.04343156253736245,0.04806779263970275,4,,,
CEBPE+ETS2,CEBPE+ctrl,ctrl+ETS2,0.04239321729594797,0.04806779263970275,4,,,
CEBPE+ETS2,ctrl+CEBPE,ETS2+ctrl,0.05478855599747433,0.04806779263970275,4,,,
CEBPE+ETS2,ctrl+CEBPE,ctrl+ETS2,0.0543916114406634,0.04806779263970275,4,,,
CEBPE+ETS2,RANGE,RANGE,,0.04806779263970275,4,0.04239321729594797,0.05478855599747433,True
CEBPE+FOSB,CEBPE+ctrl,FOSB+ctrl,0.04958590331463881,0.04661504544111416,2,,,
CEBPE+FOSB,ctrl+CEBPE,FOSB+ctrl,0.04599857445265006,0.04661504544111416,2,,,
CEBPE+FOSB,RANGE,RANGE,,0.04661504544111416,2,0.04599857445265006,0.04958590331463881,True
CEBPE+KLF1,CEBPE+ctrl,KLF1+ctrl,0.06550081283233324,0.07171913951389401,4,,,
CEBPE+KLF1,CEBPE+ctrl,ctrl+KLF1,0.06461889614355826,0.07171913951389401,4,,,
CEBPE+KLF1,ctrl+CEBPE,KLF1+ctrl,0.07855218988062426,0.07171913951389401,4,,,
CEBPE+KLF1,ctrl+CEBPE,ctrl+KLF1,0.07778875568030762,0.07171913951389401,4,,,
CEBPE+KLF1,RANGE,RANGE,,0.07171913951389401,4,0.06461889614355826,0.07855218988062426,True
CEBPE+PTPN12,CEBPE+ctrl,PTPN12+ctrl,0.05722159399371106,0.06259172936668066,4,,,
CEBPE+PTPN12,CEBPE+ctrl,ctrl+PTPN12,0.057461344374508755,0.06259172936668066,4,,,
CEBPE+PTPN12,ctrl+CEBPE,PTPN12+ctrl,0.0693534635659002,0.06259172936668066,4,,,
CEBPE+PTPN12,ctrl+CEBPE,ctrl+PTPN12,0.06953345293384443,0.06259172936668066,4,,,
CEBPE+PTPN12,RANGE,RANGE,,0.06259172936668066,4,0.05722159399371106,0.06953345293384443,True
CEBPE+RUNX1T1,CEBPE+ctrl,RUNX1T1+ctrl,0.04281901923023487,0.04999762407380441,4,,,
CEBPE+RUNX1T1,CEBPE+ctrl,ctrl+RUNX1T1,0.04540314893060776,0.04999762407380441,4,,,
CEBPE+RUNX1T1,ctrl+CEBPE,RUNX1T1+ctrl,0.05524341900077677,0.04999762407380441,4,,,
CEBPE+RUNX1T1,ctrl+CEBPE,ctrl+RUNX1T1,0.05850578545609908,0.04999762407380441,4,,,
CEBPE+RUNX1T1,RANGE,RANGE,,0.04999762407380441,4,0.04281901923023487,0.05850578545609908,True
CEBPE+SET,CEBPE+ctrl,SET+ctrl,0.07523789134394752,0.0820011399144982,4,,,
CEBPE+SET,CEBPE+ctrl,ctrl+SET,0.07687942405755108,0.0820011399144982,4,,,
CEBPE+SET,ctrl+CEBPE,SET+ctrl,0.08819593331465002,0.0820011399144982,4,,,
CEBPE+SET,ctrl+CEBPE,ctrl+SET,0.08973197616130366,0.0820011399144982,4,,,
CEBPE+SET,RANGE,RANGE,,0.0820011399144982,4,0.07523789134394752,0.08973197616130366,True
CEBPE+SPI1,CEBPE+ctrl,SPI1+ctrl,0.06374593058666057,0.05432556725252185,4,,,
CEBPE+SPI1,CEBPE+ctrl,ctrl+SPI1,0.053923461715861536,0.05432556725252185,4,,,
CEBPE+SPI1,ctrl+CEBPE,SPI1+ctrl,0.06808025150426569,0.05432556725252185,4,,,
CEBPE+SPI1,ctrl+CEBPE,ctrl+SPI1,0.05267071082962744,0.05432556725252185,4,,,
CEBPE+SPI1,RANGE,RANGE,,0.05432556725252185,4,0.05267071082962744,0.06808025150426569,True
CEBPE+ZC3HAV1,CEBPE+ctrl,ZC3HAV1+ctrl,0.059564909460440484,0.0662762551707942,2,,,
CEBPE+ZC3HAV1,ctrl+CEBPE,ZC3HAV1+ctrl,0.07279187134192765,0.0662762551707942,2,,,
CEBPE+ZC3HAV1,RANGE,RANGE,,0.0662762551707942,2,0.059564909460440484,0.07279187134192765,True
CLDN6+KLF1,CLDN6+ctrl,KLF1+ctrl,0.040615966742847856,0.039934192474369294,4,,,
CLDN6+KLF1,CLDN6+ctrl,ctrl+KLF1,0.04018314683860711,0.039934192474369294,4,,,
CLDN6+KLF1,ctrl+CLDN6,KLF1+ctrl,0.042649845699706916,0.039934192474369294,4,,,
CLDN6+KLF1,ctrl+CLDN6,ctrl+KLF1,0.041936978770899774,0.039934192474369294,4,,,
CLDN6+KLF1,RANGE,RANGE,,0.039934192474369294,4,0.04018314683860711,0.042649845699706916,True
CNN1+ETS2,CNN1+ctrl,ETS2+ctrl,0.026157528551708643,0.023296656680816864,4,,,
CNN1+ETS2,CNN1+ctrl,ctrl+ETS2,0.02355914267523364,0.023296656680816864,4,,,
CNN1+ETS2,ctrl+CNN1,ETS2+ctrl,0.02762448509194475,0.023296656680816864,4,,,
CNN1+ETS2,ctrl+CNN1,ctrl+ETS2,0.026051810513673227,0.023296656680816864,4,,,
CNN1+ETS2,RANGE,RANGE,,0.023296656680816864,4,0.02355914267523364,0.02762448509194475,True
CNN1+MAPK1,CNN1+ctrl,MAPK1+ctrl,0.03166444239343467,0.03434388511378096,4,,,
CNN1+MAPK1,CNN1+ctrl,ctrl+MAPK1,0.03135528593077225,0.03434388511378096,4,,,
CNN1+MAPK1,ctrl+CNN1,MAPK1+ctrl,0.039539836941836076,0.03434388511378096,4,,,
CNN1+MAPK1,ctrl+CNN1,ctrl+MAPK1,0.03833618068622209,0.03434388511378096,4,,,
CNN1+MAPK1,RANGE,RANGE,,0.03434388511378096,4,0.03135528593077225,0.039539836941836076,True
CNN1+UBASH3A,CNN1+ctrl,UBASH3A+ctrl,0.06610221026886541,0.060415957567409716,4,,,
CNN1+UBASH3A,CNN1+ctrl,ctrl+UBASH3A,0.06666068096160918,0.060415957567409716,4,,,
CNN1+UBASH3A,ctrl+CNN1,UBASH3A+ctrl,0.05850063755626201,0.060415957567409716,4,,,
CNN1+UBASH3A,ctrl+CNN1,ctrl+UBASH3A,0.05907907184192523,0.060415957567409716,4,,,
CNN1+UBASH3A,RANGE,RANGE,,0.060415957567409716,4,0.05850063755626201,0.06666068096160918,True
CNN1+UBASH3B,CNN1+ctrl,UBASH3B+ctrl,0.047618842068535054,0.040223959390483975,4,,,
CNN1+UBASH3B,CNN1+ctrl,ctrl+UBASH3B,0.04688811967735981,0.040223959390483975,4,,,
CNN1+UBASH3B,ctrl+CNN1,UBASH3B+ctrl,0.038691249869107165,0.040223959390483975,4,,,
CNN1+UBASH3B,ctrl+CNN1,ctrl+UBASH3B,0.0380589518535478,0.040223959390483975,4,,,
CNN1+UBASH3B,RANGE,RANGE,,0.040223959390483975,4,0.0380589518535478,0.047618842068535054,True
COL2A1+KLF1,COL2A1+ctrl,KLF1+ctrl,0.04247842133698599,0.04317568235425015,4,,,
COL2A1+KLF1,COL2A1+ctrl,ctrl+KLF1,0.04191444699532553,0.04317568235425015,4,,,
COL2A1+KLF1,ctrl+COL2A1,KLF1+ctrl,0.0474602279046307,0.04317568235425015,4,,,
COL2A1+KLF1,ctrl+COL2A1,ctrl+KLF1,0.046692032854145187,0.04317568235425015,4,,,
COL2A1+KLF1,RANGE,RANGE,,0.04317568235425015,4,0.04191444699532553,0.0474602279046307,True
DLX2+SNAI1,DLX2+ctrl,SNAI1+ctrl,0.04820680330058805,0.046421025696162375,4,,,
DLX2+SNAI1,DLX2+ctrl,ctrl+SNAI1,0.0452445459880525,0.046421025696162375,4,,,
DLX2+SNAI1,ctrl+DLX2,SNAI1+ctrl,0.05190111582167253,0.046421025696162375,4,,,
DLX2+SNAI1,ctrl+DLX2,ctrl+SNAI1,0.047767122705331885,0.046421025696162375,4,,,
DLX2+SNAI1,RANGE,RANGE,,0.046421025696162375,4,0.0452445459880525,0.05190111582167253,True
DLX2+ZBTB10,DLX2+ctrl,ZBTB10+ctrl,0.06390284140134564,0.0654453930706882,2,,,
DLX2+ZBTB10,ctrl+DLX2,ZBTB10+ctrl,0.0678779829552835,0.0654453930706882,2,,,
DLX2+ZBTB10,RANGE,RANGE,,0.0654453930706882,2,0.06390284140134564,0.0678779829552835,True
DUSP9+ETS2,DUSP9+ctrl,ETS2+ctrl,0.038799193441831345,0.03703537653717583,2,,,
DUSP9+ETS2,DUSP9+ctrl,ctrl+ETS2,0.03682546716165224,0.03703537653717583,2,,,
DUSP9+ETS2,RANGE,RANGE,,0.03703537653717583,2,0.03682546716165224,0.038799193441831345,True
DUSP9+IGDCC3,DUSP9+ctrl,IGDCC3+ctrl,0.0365129498759235,0.03499685579333492,2,,,
DUSP9+IGDCC3,DUSP9+ctrl,ctrl+IGDCC3,0.03618282012372402,0.03499685579333492,2,,,
DUSP9+IGDCC3,RANGE,RANGE,,0.03499685579333492,2,0.03618282012372402,0.0365129498759235,True
DUSP9+KLF1,DUSP9+ctrl,KLF1+ctrl,0.03326277828398048,0.032899781213136775,2,,,
DUSP9+KLF1,DUSP9+ctrl,ctrl+KLF1,0.033271397639610324,0.032899781213136775,2,,,
DUSP9+KLF1,RANGE,RANGE,,0.032899781213136775,2,0.03326277828398048,0.033271397639610324,True
DUSP9+MAPK1,DUSP9+ctrl,MAPK1+ctrl,0.05567832031816455,0.05593358518961889,2,,,
DUSP9+MAPK1,DUSP9+ctrl,ctrl+MAPK1,0.05675440364119304,0.05593358518961889,2,,,
DUSP9+MAPK1,RANGE,RANGE,,0.05593358518961889,2,0.05567832031816455,0.05675440364119304,True
DUSP9+PRTG,DUSP9+ctrl,PRTG+ctrl,0.03918192999970568,0.03720737202063614,2,,,
DUSP9+PRTG,DUSP9+ctrl,ctrl+PRTG,0.037113873816463805,0.03720737202063614,2,,,
DUSP9+PRTG,RANGE,RANGE,,0.03720737202063614,2,0.037113873816463805,0.03918192999970568,True
DUSP9+SNAI1,DUSP9+ctrl,SNAI1+ctrl,0.06849141618197133,0.06354523888320947,2,,,
DUSP9+SNAI1,DUSP9+ctrl,ctrl+SNAI1,0.05923171702536642,0.06354523888320947,2,,,
DUSP9+SNAI1,RANGE,RANGE,,0.06354523888320947,2,0.05923171702536642,0.06849141618197133,True
ELMSAN1+LHX1,ELMSAN1+ctrl,LHX1+ctrl,0.025009447176734645,0.023669532313522947,2,,,
ELMSAN1+LHX1,ctrl+ELMSAN1,LHX1+ctrl,0.02421211971289023,0.023669532313522947,2,,,
ELMSAN1+LHX1,RANGE,RANGE,,0.023669532313522947,2,0.02421211971289023,0.025009447176734645,True
ELMSAN1+MAP2K3,ELMSAN1+ctrl,MAP2K3+ctrl,0.022311294359537742,0.02166648838595728,2,,,
ELMSAN1+MAP2K3,ctrl+ELMSAN1,MAP2K3+ctrl,0.022858898580007052,0.02166648838595728,2,,,
ELMSAN1+MAP2K3,RANGE,RANGE,,0.02166648838595728,2,0.022311294359537742,0.022858898580007052,True
ELMSAN1+MAP2K6,ELMSAN1+ctrl,MAP2K6+ctrl,0.020114127759663678,0.017979615842554118,4,,,
ELMSAN1+MAP2K6,ELMSAN1+ctrl,ctrl+MAP2K6,0.020093693700980658,0.017979615842554118,4,,,
ELMSAN1+MAP2K6,ctrl+ELMSAN1,MAP2K6+ctrl,0.020495405028771698,0.017979615842554118,4,,,
ELMSAN1+MAP2K6,ctrl+ELMSAN1,ctrl+MAP2K6,0.020302729540529783,0.017979615842554118,4,,,
ELMSAN1+MAP2K6,RANGE,RANGE,,0.017979615842554118,4,0.020093693700980658,0.020495405028771698,True
ELMSAN1+ZBTB10,ELMSAN1+ctrl,ZBTB10+ctrl,0.03847286992541332,0.03826952749292292,2,,,
ELMSAN1+ZBTB10,ctrl+ELMSAN1,ZBTB10+ctrl,0.03912608600611774,0.03826952749292292,2,,,
ELMSAN1+ZBTB10,RANGE,RANGE,,0.03826952749292292,2,0.03847286992541332,0.03912608600611774,True
ETS2+IGDCC3,ETS2+ctrl,IGDCC3+ctrl,0.035006423235421955,0.032072274531495276,4,,,
ETS2+IGDCC3,ETS2+ctrl,ctrl+IGDCC3,0.035487709507263016,0.032072274531495276,4,,,
ETS2+IGDCC3,ctrl+ETS2,IGDCC3+ctrl,0.0331056777606476,0.032072274531495276,4,,,
ETS2+IGDCC3,ctrl+ETS2,ctrl+IGDCC3,0.03325948513781357,0.032072274531495276,4,,,
ETS2+IGDCC3,RANGE,RANGE,,0.032072274531495276,4,0.0331056777606476,0.035487709507263016,True
ETS2+IKZF3,ETS2+ctrl,IKZF3+ctrl,0.034607411388820356,0.03246457398306464,4,,,
ETS2+IKZF3,ETS2+ctrl,ctrl+IKZF3,0.037275620265586194,0.03246457398306464,4,,,
ETS2+IKZF3,ctrl+ETS2,IKZF3+ctrl,0.03231346015644694,0.03246457398306464,4,,,
ETS2+IKZF3,ctrl+ETS2,ctrl+IKZF3,0.035500546938359044,0.03246457398306464,4,,,
ETS2+IKZF3,RANGE,RANGE,,0.03246457398306464,4,0.03231346015644694,0.037275620265586194,True
ETS2+MAP7D1,ETS2+ctrl,MAP7D1+ctrl,0.028658589087503582,0.027681038946397524,4,,,
ETS2+MAP7D1,ETS2+ctrl,ctrl+MAP7D1,0.03007786067240622,0.027681038946397524,4,,,
ETS2+MAP7D1,ctrl+ETS2,MAP7D1+ctrl,0.028206153999168513,0.027681038946397524,4,,,
ETS2+MAP7D1,ctrl+ETS2,ctrl+MAP7D1,0.029708329196482853,0.027681038946397524,4,,,
